"GSM","SRR","group","batch","frozen_ra_up","frozen_ra_down","general_inflammation","mhc_ii_apc_primary","mhc_ii_apc_generic","t_cell_context","b_cell_context","myeloid_context","interferon_state","fibroblast_ecm","osteoclast_context","ra_projection","direction_control","rank_score"
"GSM8655596","SRR31542930","non-OA","batch07",0.957466756148514,0.84323678383377,0.441491253863415,0.998091618699847,0.704869862950151,-0.754628834194624,0.0106350253645821,0.904995720022983,-0.21600004379595,-0.479251405188785,0.692451178480795,0.114229972314744,1.80070353998228,-0.0243902439024389
"GSM8655597","SRR31542929","non-OA","batch07",-0.491606817224807,0.169258397451785,-0.393902008516361,-1.12545184520762,-0.656184879794299,-0.91072799858679,-0.980466165485709,-0.522997094978261,0.202240702400666,-0.634622987565735,-0.410820490152318,-0.660865214676593,-0.322348419773022,-0.219512195121951
"GSM8655598","SRR31542928","non-OA","batch07",0.0542724569629281,0.222883611988258,-0.0414521104141599,0.344356884208942,0.324103086665213,-0.778475740375607,-0.141563082760417,0.979739661630312,0.35113063574082,-0.357448772485671,0.0612752760360239,-0.16861115502533,0.277156068951186,-0.121951219512195
"GSM8655599","SRR31542927","non-OA","batch07",-0.0173933287567974,1.06177482930376,-0.0894510716062277,-0.125464832618118,0.0161385195210942,-0.675159832784781,-0.504690627566187,-0.313405452423952,0.582662738204492,1.35707414962971,0.66632743420639,-1.07916815806055,1.04438150054696,-0.585365853658537
"GSM8655600","SRR31542926","non-OA","batch07",-0.171136361703807,0.156550080879815,-0.299106131586424,-1.37644673953793,-0.904269469548117,-1.02418829481323,-0.923378769365285,-0.531101192606442,0.745325074861511,0.795932868938429,-0.483553249111031,-0.327686442583623,-0.0145862808239918,-0.0975609756097561
