"program","k","pooled_rho","ci_low","ci_high","tau2","i2"
"general_inflammation",7,0.232532304648195,0.0177283447556311,0.426818112763183,0,0
"mhc_ii_apc_primary",7,0.308807046785447,-0.004584311528263,0.566963640219916,0.0749564711337268,42.7304694103479
"mhc_ii_apc_generic",7,0.265682257556284,-0.018225605423492,0.509942742608498,0.0449589382491823,30.9167441413022
"t_cell_context",7,-0.290208081078402,-0.476099353818007,-0.0794907386482806,0,0
"b_cell_context",7,0.0210499365586966,-0.215893533973717,0.255652144607523,0.0106836416194453,9.61242479859427
"myeloid_context",7,0.536840322576853,0.193707714213867,0.762945417921337,0.168230659845821,62.6111760402772
"interferon_state",7,0.213635164040503,-0.0874563177406011,0.478960823160913,0.0570537458525809,36.221337274144
"fibroblast_ecm",7,0.01557523143819,-0.250449346163568,0.279412911412547,0.0304372044112038,23.2526747808928
"osteoclast_context",7,-0.0133626357364686,-0.228397477996949,0.202915348778565,0,0
